review,date
ben sipariş verirken konfor paketi bi paket yoktu msport donanımındaama şimdi eklemişlerbenim aracım henüz üretilmedigelir ümit ediyorumama logoda siparişimde gözüküyorduoda gelmiyebilir öyleyse,02.09.2023
haftada bin lira zam kabataslak mayis ayini bin lira zamla gecirsek araclar gelmeden u gececek min fiyat ahlaksizlar,02.09.2023
hatta opsiyonlarda eklenirse benim güzel bile olabilir beklemekanahtarsız giriş kullanabileceğim benim önemli donanımmesela matrix farlar bunları otomatik msporta eklerlerse süper olur,26.08.2023
zaten biraz beklersek haziran yeni bmw serisi gelecek bence an herkes alabildiği aracı alsın sonrasına baksın i̇lerde yeni seri değiştirirsiniz bende audi vardı bmw istiyordum bütçe yetişmedi zaman geçtikçe kendi arabam alacağım araba arasındaki makas artıyor ben ay önce gittim golf life aldım bir tane an kafam rahat araba fiyatları arttıkça benim arabam değerleniyor temmuzda bmw kavuşacağım umarım,26.08.2023
valla aynen bende düşüncelerdeyim hocamben zaten mevcut aracımdan memnunumelime biraz nakit geçince yatırım olsun hemde seviyorum araba işlerini böyle bi yola çıktımçok araba baktım süreçte bütün markaları gezdimgolften sonra beni tatmin etmediama bmw yi görünce içine binince aradığım arac dedimkullanmak nasip olmadımotor sesinden titreşiminden şikayet edenler olmuşorasını bilmiyorum tek soru işareti motor konusu şuaneğer volkwagenin kullandığı motoru kullanmış olsa gözüm kapalı benzinli alacaktım bmw nin benzinlisi yakıtta üzer beni dizel tercih ettimumarım pişman olmam,26.08.2023
aracı teslim etmeden önce alıyorlar proforma gönderiyorlar gümrüğe girdikten sonra yaklaşık gün içinde ödemenizi istiyorlar,26.08.2023
hocam boşa düşen değil kendi siparişiniz geliyorsa araç eşleştikten sonra üretimdeyoldadağıtım merkezinde şeklinde takip edilebiliyor yolda gözüktükten yaklaşık hafta sonra geliyor türkiyeye parayı gün içinde istiyorlar zaman isteyeceklerini uygulamadan tahmin edebiliyorsunuzayrıca gümrüğe girdikten sonra gün sürüyor zam dönemiyse bekletiyorlar sorun çıktı bahanesiyle,26.08.2023
gümrük işlerinde problem vs olmadığıını varsayarsak maks gün sürüyor,26.08.2023
harika yaklaşıyorlar sene önce hafta sonrasında bin liraya sattığım arabaya bir teklif verelim deyip bin lira teklif etmişlerdi,26.08.2023
eyvah eyvah,26.08.2023
bmw aracımı vw takas sormuştum model araç civarı verdiler gün önce geçen hafta ye sattım takas düşük alıp araç üstüne ilave para istiyorlar bayiler,26.08.2023
bin lira zam hayirli olsun serisi ozelinde calisanlarin cok sayida siparis gectigi soyleniyor umarim bizim araclardan once teslim alan bir tane calisan bilgisi alirim demek neymis firsatcilik bmw ye bulasmis yazik,26.08.2023
test aracındaki başlangıç seviye ses sistemini yükseklik kulak tatmini açısından beğenmedim sitede hifi harman kardon paket açıklamalarını aradım tatmin edici bir döküman bulamadım hifi pakette hoparlör güçlü ses çıkışı var ekletip sipariş verdim sonuç başlangıç seviye ses sisteminden farkı yokvolüm ekolayzer frekans tepkileri baz seviyedekine yakın müzik önemliyse iyi bir kulağınız varsa bütçe varsa harman kardon tavsiye ederim,26.08.2023
bir makalede okumuştum bmwdeki ses sistemleri serisinden sonra farklılaşıyor yazıyordu dikkatli biriyseniz tatmin etmeyecektir hifi baz arasında ses yine fark edilebiliyor hifi hk arasında pek farkedilir bir değişiklik yok serilerinde i̇ngilizce linki ekliyorum detaylı anlatım serisi serisi aynı altyapıyı kullanıyor but here is the caveat the harman kardon system present in and series bmws and others listed under option is completely different to the harman kardon option system which can be found in minis bmws and,26.08.2023
golf kullanıcısıyım geçen hafta alan bir arkadaşımın harman kardon olan arabasına bindim ses sistemini test ettim evet ses sistemi kaliteli size dürüst olacağım benim golf aracımdaki ses kalitesi iyi tok hatta duruma şaşırdım koskoca bmw markasına para verip harman ekletiyorsun ses kalitesi standart golf sistemini geçemiyor,26.08.2023
ben arayıp sordum cevap beni pek tatmin etmedi standart olan konfor erişim paketi olucak dedim kasımdan sonraki araçlarda olur dedi dedim yeni gelen opsiyonları ekleyebiliyor muyum ona teslimat tarihiniz değişir dedi ay söylemedi ben kasım tarihli olur anladım sizde sorup bilgi verirseniz memnun olurum,26.08.2023
şimdi yeniden mi sipariş versem diyorum benim istediğim opsiyonlardı gelince başka şeyler eklerler sonra makyajlı gelir vs derken sonu yok işlerin,26.08.2023
mrhaba ocak siparişinizin teslimatı hangi tarihi verdiler,26.08.2023
sitedeki fiyati bugun dun guncellendi yaklasik bin tl zam var,26.08.2023
merhaba bugün i̇stinyeye gittim özetle yeni sipariş oluşturmak gerekir gelen araçta istediğiniz özellikler olmayabilir dedi,26.08.2023
teslimarada boşa çıkan araç önerildi renk hifi olmadığından pas geçtim bin fiyat artışına maruz kaldım tavsiyem aynı anda sipariş verin i̇lk çıkarsa alın ona binerken konfigürasyon yaptığınız arabayı bekleyin,26.08.2023
ben ocak sipariş verdimilk mart teslim dedilerbi araç boşa çıktı aradılarrenginden ötürü istemedimmevcutta aracım olduğu beklemek istedimfakat sonra arayıp ağustosa kaldı dedilero biraz sinir bozucu oldubeklemek sorun değil yeterki istediğim araç olsun aşırı zam geliyorzaten bmw nin zam politikasını anlamış değilim,26.08.2023
ben ocakta siparis verdim bana hic farkli renk vs onermediler subatta veririz martta veririze martta veririz nisan e oradan bayram sonuna kaldi bakalim uzayacak mi,26.08.2023
diğer markalarıda gezdimgolf pevgeot onlar renk benzinli dizel bi söyliyemiyorlarönümüzdeki gelicek araçlar var çıkarsa dedi pevgeot golf rline böyle bi araç imkansız olduğu söylendiaudi zor hatta imkansız dedilerbmw seçmemdeki azından istediğim araç gelecekama süreç sıkıntılıbenim aracım var yüzden beklemede sıkıntı yokbeni aradılar ilk önce bi araç boşa çıktı ben istemedim renkten hafta sonra tekrar aradılar rusya nın uyguladığı ambargo yüzünden fabrika duruşa geçiyormuşsiparişiniz haziran kaldı dedilerzaten internet sitesindede teslimat tarihi ağustos yazarken bir anda kasım oldu,26.08.2023
ben kocaelinde yaşıyorumdizel msport siparişimben tarihleri ciddiye almadımsatış temsilcisinin söylediğine göre hareket ediyorumbana son temmuz dedilerartık ondan sonrası yaparım bilmiyorumçok uzun yıllar bineceğim bi araç oluşturdum yüzden bekliyeceğim sanırım,26.08.2023
merhaba hangi bayiden sordunuz cunku su anda sitesinde kasim gozukuyor teslimat,19.08.2023
merhaba arkadaşlar model bmw aracımı formentor alacağım satıyorum boya değişen tramer yok i̇lgilenen olursa mesaj atabilir,19.08.2023
hocam teknik detaylarına hakim olmamakla birlikte kasada kullanılan multimedya ekran bir önceki kasa araçlarla uyumlu değil ünite çalındığını görmedim şimdiye kadar ayrıca araçlarda artık standart olarak alarm takılı geliyor deaktive etmezseniz araç içinde herhangi bir hareket algıladığında alarm devreye giriyor jant hırsızlığına karşı aracın son konumundaki eğimi değiştiğinde yine alarm devreye giriyor bildiğim kadarıyla,19.08.2023
merhaba acikcasi bende sizin dusunuyorudum ancak msport disinda bos kasa secenegide satista oldugu icin intte pek cok arka kablolari kesik hayalet ekran ilanina denk geldim yuzden bir sure bmw almicam alarm konusu standardtta gelmiyor opsiyonel olarak borusan takiyor ancak ulkemizde alarm calsa bile yanindan yuruyerek gecildigi icin pek bir caydiriciligi olacagini zannetmiyorum zaten ekrani sokmeleri dkka surmuyor maalesef,19.08.2023
yanılmıyorsam modellerde paket farketmeksizin kablosuz şar yok çip krizi nedeniyle demişlerdi modellerde vardı,19.08.2023
özellikle olsa borusan ekletmiyor zaten hocam i̇şin açıkçası aracımda yok aramadım şimdiye dek bence kablolu kablosuz apple carplay arasındaki kadar fark yaratan bir donanım değil olsa iyi olur muydu evet sonuçta ekstra bir donanım olmayınca hayatımı olumsuz etkilemiyor kendi adıma konuşacak olursam,26.08.2023
modelde gelmedi okuduğum kadarıyla kronik sorunu var yüzden ara verildi şöyle zaten şarj gücü düşük tasarım hatasından dolayı modül ısınıyor havalandırması yok telefonu ısıtıyor sıcaklık arttığı telefonun yazılımı şarjı kesiyor,26.08.2023
kablosuz carplay olunca kablosuz şarj iyi olur düşünmüştümböyleyse olmaması iyi,26.08.2023
,26.08.2023
kablosuz şarjın ısındığını telefonun şarjı kestiğini bir serisi youtube videosunda görmüştüm kablosuz carplay gerçekten iyi konforlu bir özellik,26.08.2023
dün forumunda bahseden olmuş hocam kablosuz carplay kesinlikle gerekli,26.08.2023
araca yeni opsiyonlar eklenmişm pakette standart konfor erişim paketi opsiyon olarak adaptif cruise ön koltuk ısıtması gelmiş şubatta sipariş oluşturduk şimdi değişiklikler yapabiliyor muyuz iki opsiyonu ekletmek istiyorum,26.08.2023
gerçekten güzel opsiyonlar fazla bir fiyat farkı yok resmen muhtemelen yeni sipariş geçmenizi isteyeceklerdir,26.08.2023
siparişi geçen ay vermiştiniz hatırlıyorum yüzden konfor erişim gelebilir olmazsa olmaz değil gerçekten orijinal ekipmanlarla yapan yerler var adaptif koltuk ısıtma sanırım zor olur sonradan,26.08.2023
fiyata ötvkdv eklendiği öyle çıkıyor,26.08.2023
m sport seçince otomatik zorunlu opsiyonları ekliyor onun fiyatı yüksek çıkıyor zaman anladım teşekkürler,26.08.2023
merhabalar hocam ben ocakta sipariş vermiştim unutmazsam pazartesi bir arayıp soracağım,26.08.2023
güncel fiyatı belli oldumu aracın benim liraya aralıkta verdiğim sipariş olmuş d m sport,19.08.2023
sipariş oluştur kısmında olarak çıkıyor indirim yokmuş liste fiyatından satılacakmışşubattaki zam malesef euronun düşüşüne rağmen indirim olarak yansıtılmıyor,19.08.2023
merhaba ben ocakta ön rezervasyon yaptırdım ben ön rezervasyon yaptırırken ekranda teslimat mayıs yazıyordu st martnisan gelir hatta şubatta bile araç çıkabilir demişti geçen hafta içi konuştuğumuzda şubatta serisi gelmedi martta adette bekliyoruz bir bilgi verdi deprem bölgesindeki siparişler büyük şehirlere yönlendirilecekmiş nisan ortasına kadar gelir tahmin ediyorumsiparişim sportline skyscraper greyc segmentte golf önceki kasa audi sahibiydim mercedes a serisini gün test etme fırsatım oldu sedan serisini yalnızca test sürüşü güzergahı kadar golften bir tık sert tok bir araba güncel malzeme kalitesini beğenmedim test sürüşü yapmadım mercedes konfor kalite anlamında tatmin etmedi sert tangır tungur ön tamponu kadar yere yakın sitenin içinde hiçbir arabanın sürtmediği yerlerde tamponu yere sürtüyor dizayn anlamında içi dışı güzel fakat ben kullanırken içinde iyi serisi iç malzeme kalitesi önceki kasasına göre çağ atlamış arkadan itiş önden çekiş kıyaslamasına girmeyeceğim sürüşü sertliğinde tok sert donanımları hoşuma gitti bir dönemde azından adınıza bir ön rezervasyon yapan bir marka bmw mercedes kasımdan beri araba yok çekiyor audi nisana kadar satışa kapalıyız diyor vwde tanıdığınız yoksa araç alamazsınız peugeot opel vsde fiyat listesi üzerine bin lira isteniyor bmw şimdilik doğru yolda gibii̇yi haftalar,19.08.2023
teşekkür ederim sizlere şimdiden hayırlı olsun umarım kısa sürede sahip olursunuz araca my bmw uygulamasına güven olmuyor geç güncellendiği oluyor ben aracı teslim alırken hala gün ekranda yazı vardı,19.08.2023
teşekkür ederim hocam umarım dediğin erken teslim alırım aracı i̇lk sipariş verirken araç fiyatım di şimdi olmuşher geçen gün zam geliyor,19.08.2023
hocam siparişiniz şimdiden hayırlı olsun bence doğru tercih yapmışsınız golf bmw nin yanına dahi yaklaşamaz,19.08.2023
ların lastikler marka geliyor,19.08.2023
eklenebiliyor fakat borusan yapmıyor dışarıdan yaparsanız garantiyi bozduğunu söylemişti st,19.08.2023
merhaba ben instagramda by_fuat_ bir hesaptan teklif almıştım ancak yaptırmadım aracı aktif olarak eşim kullanıyor gerek yok dediği uğraşmadım kendisi fabrikasyon işlem yaptığını işlemde kesme kablo çekme işlemler yapmadığını söylüyor ulaşıp aklınızdaki soruları sorabilirsiniz,19.08.2023
ben fuatda yaptırdım hocam sene olmuştur şimdiye kadar bir sorun yaşamadım kablo mecbur çekiliyor kapı eşiğindeki plastik aksamın altından kapı kolundan torpido altı sigorta girişine bağlanıyor ben başında bekledim yaparken işçiliği iyi herhangi bir zarar vermedi garanti olayında ben sorun yaşamadım hatta garantilik durumda oldu hallettiler kimse farkına varıpda sormadı bile,19.08.2023
kasımda sipariş vermiştim güne teslim alırım sanırım,19.08.2023
kosiflerden sipariş tekrar zam olacağını zannetmem euro düşüşte indirim yapmamaları dolaylı zam sayılır zaten,19.08.2023
dostum sana zahmet aracı teslim aldığında bana burdan haber verirmisin senin teslim aldığın zamandan fazla hafta sonra benimde teslim almam lazım,19.08.2023
teşekkür ediyorum şirket aracı megane önceki kişisel araç araçlar mantıkla çalışırken bmw bilmediğim bir ayar var mıdır sorasım geldi dert değil böyle idare edeceğiz artık,12.08.2023
merhabalarben msport almayı düşünüyorum dün bayiden araştırma yaptım ay içinde araç geleceğini söylediler aracı açıkçası beğendim görsel olarak rakam bütçeme uygun olacak gibibazı kişilerden aracın silindir olduğu iyi olmadığını gitmediğini startstopta falan silkeleme yaptığını buna benzer teknik kötülemeler duydumkullananlar görüş bildirebilirse sevinirim,19.08.2023
senedir kullanıyorum start stop açık kullanıldığında titreşim mevcutben kapalı tutuyorum haliyle silindirden kaynaklı gitmiyo konusu kişiye göre değişir kime göre neye göre olduğuna bakmak lazım hp bi araçtan geçtiğinizde gitmiyo düşünebilirsiniz tork biraz yüksek olabilirdi benim bmw aracım önce bmw kullanmadıysanız sert gelebilir muadiillerine göre sportif karakterinden dolayı i̇mkan varda deneme sürüşü yaparsanız soru işaretlerini giderebilir,19.08.2023
serisini sordunuzmu zaman geliyor diyearacın şanzımanı iyi olduğu ekleyebilirsiniz bence gayet yeter tabi gönül ister saniye olsuntek sıkıntı haziran makyajlısı tanıtılcak eylül türkiye ye gelir biraz içi baya değişecek tabi fiyatı şuana göre zamlanır,19.08.2023
yabancı basın temmuz tanıtılmış temmuzda sene olucak sene satılacak araç zaman gelmesini bekliyorsun kaynak olmasa,19.08.2023
